SortOrder,GRM,ValueType,Al_pct_ICP60,Ca_pct_ICP60,Fe_pct_ICP60,K_pct_ICP60,Mg_pct_ICP60,P_pct_ICP60,S_pct_ICP60,Si_pct_ICP60,Ti_pct_ICP60,Ag_ppm_ICP60,As_ppm_ICP60,B_ppm_ICP60,Ba_ppm_ICP60,Be_ppm_ICP60,Bi_ppm_ICP60,Cd_ppm_ICP60,Ce_ppm_ICP60,Co_ppm_ICP60,Cr_ppm_ICP60,Cs_ppm_ICP60,Cu_ppm_ICP60,Dy_ppm_ICP60,Er_ppm_ICP60,Eu_ppm_ICP60,Ga_ppm_ICP60,Gd_ppm_ICP60,Ge_ppm_ICP60,Hf_ppm_ICP60,Ho_ppm_ICP60,In_ppm_ICP60,La_ppm_ICP60,Li_ppm_ICP60,Lu_ppm_ICP60,Mn_ppm_ICP60,Mo_ppm_ICP60,Nb_ppm_ICP60,Nd_ppm_ICP60,Ni_ppm_ICP60,Pb_ppm_ICP60,Pr_ppm_ICP60,Rb_ppm_ICP60,Re_ppm_ICP60,Sb_ppm_ICP60,Sc_ppm_ICP60,Se_ppm_ICP60,Sm_ppm_ICP60,Sn_ppm_ICP60,Sr_ppm_ICP60,Ta_ppm_ICP60,Tb_ppm_ICP60,Te_ppm_ICP60,Th_ppm_ICP60,Tl_ppm_ICP60,Tm_ppm_ICP60,U_ppm_ICP60,V_ppm_ICP60,W_ppm_ICP60,Y_ppm_ICP60,Yb_ppm_ICP60,Zn_ppm_ICP60,Zr_ppm_ICP60,Al_pct_AR,Ca_pct_AR,Fe_pct_AR,K_pct_AR,Mg_pct_AR,Na_pct_AR,S_pct_AR,Ti_pct_AR,Ag_ppm_AR,As_ppm_AR,Au_ppm_AR,B_ppm_AR,Ba_ppm_AR,Be_ppm_AR,Bi_ppm_AR,Cd_ppm_AR,Ce_ppm_AR,Co_ppm_AR,Cr_ppm_AR,Cs_ppm_AR,Cu_ppm_AR,Ga_ppm_AR,Ge_ppm_AR,Hf_ppm_AR,Hg_ppm_AR,In_ppm_AR,La_ppm_AR,Li_ppm_AR,Mn_ppm_AR,Mo_ppm_AR,Nb_ppm_AR,Ni_ppm_AR,P_ppm_AR,Pb_ppm_AR,Rb_ppm_AR,Re_ppm_AR,Sb_ppm_AR,Sc_ppm_AR,Se_ppm_AR,Sn_ppm_AR,Sr_ppm_AR,Ta_ppm_AR,Te_ppm_AR,Th_ppm_AR,Tl_ppm_AR,U_ppm_AR,V_ppm_AR,W_ppm_AR,Y_ppm_AR,Zn_ppm_AR,Zr_ppm_AR,Au_ppb_FA,Pd_ppb_FA,Pt_ppb_FA,Al2O3_pct_WDX,BaO_pct_WDX,CaO_pct_WDX,Cr2O3_pct_WDX,Fe2O3_pct_WDX,K2O_pct_WDX,LOI_pct_WDX,MgO_pct_WDX,MnO_pct_WDX,Na2O_pct_WDX,P2O5_pct_WDX,SiO2_pct_WDX,SrO_pct_WDX,TiO2_pct_WDX,V2O5_pct_WDX,F_pct_ISE,S_pct_IR,C_pct_IR,CO2_pct_CARB,CRBNT_pct_CARB,Hg_ppm_CVAAS,Organic_C_pct_C,Al2O3_pct_ICP16,Ba_ppm_ICP16,CaO_pct_ICP16,Cr2O3_pct_ICP16,Fe2O3_pct_ICP16,K2O_pct_ICP16,MgO_pct_ICP16,MnO_pct_ICP16,Na2O_pct_ICP16,P2O5_pct_ICP16,SiO2_pct_ICP16,Sr_ppm_ICP16,TiO2_pct_ICP16,V2O5_pct_ICP16,Au_ppm_FA_ORE,Pd_ppm_FA_ORE,Pt_ppm_FA_ORE,Ag_ppm_ICP42C,As_ppm_ICP42C,Be_ppm_ICP42C,Bi_ppm_ICP42C,Cd_ppm_ICP42C,Co_ppm_ICP42C,Cu_ppm_ICP42C,Li_ppm_ICP42C,Mo_ppm_ICP42C,Na_ppm_ICP42C,Ni_ppm_ICP42C,P_ppm_ICP42C,Pb_ppm_ICP42C,Sb_ppm_ICP42C,Se_ppm_ICP42C,Sn_ppm_ICP42C,Tl_ppm_ICP42C,Y_ppm_ICP42C,Zn_ppm_ICP42C,Ce_ppm_ICPREE,Dy_ppm_ICPREE,Er_ppm_ICPREE,Eu_ppm_ICPREE,Gd_ppm_ICPREE,Ho_ppm_ICPREE,La_ppm_ICPREE,Lu_ppm_ICPREE,Nd_ppm_ICPREE,Pr_ppm_ICPREE,Sm_ppm_ICPREE,Tb_ppm_ICPREE,Th_ppm_ICPREE,Tm_ppm_ICPREE,U_ppm_ICPREE,Yb_ppm_ICPREE,Co_pct_WDXRFBM,Cu_pct_WDXRFBM,Fe_pct_WDXRFBM,Ni_pct_WDXRFBM,Pb_pct_WDXRFBM,Zn_pct_WDXRFBM,Au_ppb_PGE,Ir_ppb_PGE,Pd_ppb_PGE,Pt_ppb_PGE,Re_ppb_PGE,Rh_ppb_PGE,Ru_ppb_PGE,Ag_ppb_H2O,Al_ppb_H2O,As_ppb_H2O,Au_ppb_H2O,B_ppb_H2O,Ba_ppb_H2O,Be_ppb_H2O,Bi_ppb_H2O,Ca_ppb_H2O,Cd_ppb_H2O,Ce_ppb_H2O,Co_ppb_H2O,Cr_ppb_H2O,Cs_ppb_H2O,Cu_ppb_H2O,Dy_ppb_H2O,Er_ppb_H2O,Eu_ppb_H2O,Fe_ppb_H2O,Ga_ppb_H2O,Gd_ppb_H2O,Ge_ppb_H2O,Hf_ppb_H2O,Hg_ppb_H2O,Ho_ppb_H2O,In_ppb_H2O,K_ppb_H2O,La_ppb_H2O,Li_ppb_H2O,Lu_ppb_H2O,Mg_ppb_H2O,Mn_ppb_H2O,Mo_ppb_H2O,Na_ppb_H2O,Nb_ppb_H2O,Nd_ppb_H2O,Ni_ppb_H2O,P_ppb_H2O,Pb_ppb_H2O,Pr_ppb_H2O,Rb_ppb_H2O,Re_ppb_H2O,S_ppb_H2O,Sb_ppb_H2O,Sc_ppb_H2O,Se_ppb_H2O,Si_ppb_H2O,Sm_ppb_H2O,Sn_ppb_H2O,Sr_ppb_H2O,Ta_ppb_H2O,Tb_ppb_H2O,Te_ppb_H2O,Th_ppb_H2O,Ti_ppb_H2O,Tl_ppb_H2O,Tm_ppb_H2O,U_ppb_H2O,V_ppb_H2O,W_ppb_H2O,Y_ppb_H2O,Yb_ppb_H2O,Zn_ppb_H2O,Zr_ppb_H2O,Ag_ppb_ICPH2O,Al_ppb_ICPH2O,As_ppb_ICPH2O,Au_ppb_ICPH2O,B_ppb_ICPH2O,Ba_ppb_ICPH2O,Be_ppb_ICPH2O,Bi_ppb_ICPH2O,Ca_ppb_ICPH2O,Cd_ppb_ICPH2O,Ce_ppb_ICPH2O,Co_ppb_ICPH2O,Cr_ppb_ICPH2O,Cs_ppb_ICPH2O,Cu_ppb_ICPH2O,Dy_ppb_ICPH2O,Er_ppb_ICPH2O,Eu_ppb_ICPH2O,Fe_ppb_ICPH2O,Ga_ppb_ICPH2O,Gd_ppb_ICPH2O,Ge_ppb_ICPH2O,Hf_ppb_ICPH2O,Hg_ppb_ICPH2O,Ho_ppb_ICPH2O,In_ppb_ICPH2O,K_ppb_ICPH2O,La_ppb_ICPH2O,Li_ppb_ICPH2O,Lu_ppb_ICPH2O,Mg_ppb_ICPH2O,Mn_ppb_ICPH2O,Mo_ppb_ICPH2O,Na_ppb_ICPH2O,Nb_ppb_ICPH2O,Nd_ppb_ICPH2O,Ni_ppb_ICPH2O,P_ppb_ICPH2O,Pb_ppb_ICPH2O,Pr_ppb_ICPH2O,Rb_ppb_ICPH2O,Re_ppb_ICPH2O,S_ppb_ICPH2O,Sb_ppb_ICPH2O,Sc_ppb_ICPH2O,Se_ppb_ICPH2O,Si_ppb_ICPH2O,Sm_ppb_ICPH2O,Sn_ppb_ICPH2O,Sr_ppb_ICPH2O,Ta_ppb_ICPH2O,Tb_ppb_ICPH2O,Te_ppb_ICPH2O,Th_ppb_ICPH2O,Ti_ppb_ICPH2O,Tl_ppb_ICPH2O,Tm_ppb_ICPH2O,U_ppb_ICPH2O,V_ppb_ICPH2O,W_ppb_ICPH2O,Y_ppb_ICPH2O,Yb_ppb_ICPH2O,Zn_ppb_ICPH2O,Zr_ppb_ICPH2O,Al_pct_ICP61,Ca_pct_ICP61,Fe_pct_ICP61,K_pct_ICP61,Mg_pct_ICP61,P_pct_ICP61,S_pct_ICP61,Si_pct_ICP61,Ti_pct_ICP61,Ag_ppm_ICP61,As_ppm_ICP61,B_ppm_ICP61,Ba_ppm_ICP61,Be_ppm_ICP61,Bi_ppm_ICP61,Cd_ppm_ICP61,Ce_ppm_ICP61,Co_ppm_ICP61,Cr_ppm_ICP61,Cs_ppm_ICP61,Cu_ppm_ICP61,Dy_ppm_ICP61,Er_ppm_ICP61,Eu_ppm_ICP61,Ga_ppm_ICP61,Gd_ppm_ICP61,Ge_ppm_ICP61,Hf_ppm_ICP61,Ho_ppm_ICP61,In_ppm_ICP61,La_ppm_ICP61,Li_ppm_ICP61,Lu_ppm_ICP61,Mn_ppm_ICP61,Mo_ppm_ICP61,Nb_ppm_ICP61,Nd_ppm_ICP61,Ni_ppm_ICP61,Pb_ppm_ICP61,Pr_ppm_ICP61,Rb_ppm_ICP61,Re_ppm_ICP61,Sb_ppm_ICP61,Sc_ppm_ICP61,Se_ppm_ICP61,Sm_ppm_ICP61,Sn_ppm_ICP61,Sr_ppm_ICP61,Ta_ppm_ICP61,Tb_ppm_ICP61,Te_ppm_ICP61,Th_ppm_ICP61,Tl_ppm_ICP61,Tm_ppm_ICP61,U_ppm_ICP61,V_ppm_ICP61,W_ppm_ICP61,Y_ppm_ICP61,Yb_ppm_ICP61,Zn_ppm_ICP61,Zr_ppm_ICP61
78,SRM 2710,Mean,6.21,1.24,3.34,2.09,0.83,0.1,0.22,28.15,0.27,33.8,598.4,24.4,684.33,<5,22.66,21.59,58.52,9.41,31.4,112.07,2783.33,3.8,2.26,1.02,38.16,4.38,13.4,3.87,0.79,4.55,29.84,39.87,0.35,10208,18.67,11.25,24.81,14.27,5134.67,6.81,129.87,0.03,37.38,9.07,<5,4.65,7.53,326.2,0.72,0.65,4.22,14.29,1.28,0.34,25.77,71.73,93.87,21.68,2.38,6838.67,133.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,0.08,1.75,<0.01,4.74,2.54,11.27,1.42,1.28,1.45,0.22,60.3,0.03,0.46,0.02,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,1.24,3.34,2.09,0.83,0.1,0.22,28.15,0.27,33.8,598.4,24.4,684.33,<5,22.66,21.59,58.52,9.41,31.4,112.07,2783.33,3.8,2.26,1.02,38.16,4.38,13.4,3.87,0.79,4.55,29.84,39.87,0.35,10208,18.67,11.25,24.81,14.27,5134.67,6.81,129.87,0.03,37.38,9.07,<5,4.65,7.53,326.2,0.72,0.65,4.22,14.29,1.28,0.34,25.77,71.73,93.87,21.68,2.38,6838.67,133.4
79,SRM 2711,Preferred,6.53,2.88,2.89,2.45,1.05,0.09,0.04,30.44,0.31,4.6,105,,726,<5,2.4,41.7,69,10,47,6.1,114,5.6,2.99,1.1,15,5.34,2,7.3,1,1.1,40,29.7,0.49,638,<2,16.5,31,20.6,1162,8.49,110,,19.4,9,1.5,5.9,5,245,1.2,0.85,2,14,2.5,0.47,2.6,81.6,3,25,2.7,350,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,0.08,4.03,0.01,4.13,2.95,8.49,1.74,0.08,1.54,0.2,65.1,0.03,0.51,0.01,,<0.05,2,1.82,0.5,6.25,1.22,12.34,,4.03,0.01,4.13,2.95,1.74,0.08,1.54,0.2,65.12,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53,2.88,2.89,2.45,1.05,0.09,0.04,30.44,0.31,4.6,105,,726,<5,2.4,41.7,69,10,47,6.1,114,5.6,2.99,1.1,15,5.34,2,7.3,1,1.1,40,29.7,0.49,638,<2,16.5,31,20.6,1162,8.49,110,,19.4,9,1.5,5.9,5,245,1.2,0.85,2,14,2.5,0.47,2.6,81.6,3,25,2.7,350,230
80,SRM 2711,Mean,6.3,2.73,2.87,2.48,1.02,0.08,0.04,28.3,0.29,3.8,98.2,45,722,<5,2.4,40.3,71.3,10,45,6.55,113,5.08,2.99,1.12,16.7,5.34,2,8,1.03,1,37.1,29.7,0.49,633,2.3,16.5,30.1,25.5,1104,8.49,114,<0.02,19.3,8.7,<5,5.83,5.2,245,1.2,0.85,2,13.7,2.4,0.47,3.26,78,3.3,29.5,3.07,350,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,0.08,3.7,<0.01,4.05,2.92,8.13,1.68,0.08,1.51,0.2,64.2,0.02,0.51,0.01,,0.06,1.63,1.78,0.48,6.98,1.2,11.8,,3.92,<0.01,3.88,2.83,1.63,0.08,1.51,0.2,62.07,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,2.73,2.87,2.48,1.02,0.08,0.04,28.3,0.29,3.8,98.2,45,722,<5,2.4,40.3,71.3,10,45,6.55,113,5.08,2.99,1.12,16.7,5.34,2,8,1.03,1,37.1,29.7,0.49,633,2.3,16.5,30.1,25.5,1104,8.49,114,<0.02,19.3,8.7,<5,5.83,5.2,245,1.2,0.85,2,13.7,2.4,0.47,3.26,78,3.3,29.5,3.07,350,268
81,SRM-1d,Preferred,0.28,37.7,0.22,0.11,0.18,0.02,0.1,1.91,0.02,,,,29.57,0.1,,0.3,4,,12,0.4,,0.6,0.4,0.1,1,0.5,,,0.1,,4,,,,,0.7,3,4,,0.6,6,,,,,0.5,1,256.34,,0.09,,0.5,,,1,10,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.01,52.85,0.01,0.32,0.14,41.57,0.3,0.02,0.01,0.04,4.08,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,37.7,0.22,0.11,0.18,0.02,0.1,1.91,0.02,,,,29.57,0.1,,0.3,4,,12,0.4,,0.6,0.4,0.1,1,0.5,,,0.1,,4,,,,,0.7,3,4,,0.6,6,,,,,0.5,1,256.34,,0.09,,0.5,,,1,10,,,0.3,,
82,SRM-1d,Mean,0.28,>25,0.23,0.17,0.17,0.02,0.11,2.09,0.02,<1,<5,12.5,32,<5,<0.1,0.31,3.9,0.86,17.8,0.31,<10,0.47,0.29,0.1,<1,0.47,<1,<1,0.1,<0.2,2.94,16,0.06,207.42,<2,<1,2.34,11.3,<5,0.59,5.43,<0.02,0.11,<5,<1,0.45,<1,256.58,<0.5,0.07,<0.05,0.43,<0.5,<0.05,1.31,7.42,<1,4.16,0.23,19.08,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.01,53.11,<0.01,0.32,0.14,41.38,0.29,0.03,0.03,0.04,4.12,0.03,0.03,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,>25,0.23,0.17,0.17,0.02,0.11,2.09,0.02,<1,<5,12.5,32,<5,<0.1,0.31,3.9,0.86,17.8,0.31,<10,0.47,0.29,0.1,<1,0.47,<1,<1,0.1,<0.2,2.94,16,0.06,207.42,<2,<1,2.34,11.3,<5,0.59,5.43,<0.02,0.11,<5,<1,0.45,<1,256.58,<0.5,0.07,<0.05,0.43,<0.5,<0.05,1.31,7.42,<1,4.16,0.23,19.08,9.68
83,SRM-2710a,Preferred,5.95,0.96,4.32,2.17,0.73,0.11,,31.1,0.31,40,1500,20,792,,,12.3,60,5.99,23,8.25,3420,3,,0.82,,3,,7,,7,30.6,,0.31,2140,,,22,8,5520,,117,,52.5,9.9,1,4,,255,0.9,0.5,,18.1,1.52,,9.11,82,190,,2,4180,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24,0.09,1.35,0.01,6.18,2.61,,1.22,0.28,1.21,0.24,66.53,,0.52,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95,0.96,4.32,2.17,0.73,0.11,,31.1,0.31,40,1500,20,792,,,12.3,60,5.99,23,8.25,3420,3,,0.82,,3,,7,,7,30.6,,0.31,2140,,,22,8,5520,,117,,52.5,9.9,1,4,,255,0.9,0.5,,18.1,1.52,,9.11,82,190,,2,4180,200
84,SRM-2710a,Mean,5.7,0.95,4.22,2.11,0.67,0.1,0.82,30.6,0.3,38,1474.14,24.93,765.21,<5,51.91,11.83,57.88,5.45,24.71,8.26,3191.79,3.16,1.91,0.82,30.28,3.57,10.07,7.29,0.66,7.41,30.41,27.14,0.32,2046.5,8.29,11.85,21.66,11.83,5032.21,6.6,112.36,<0.02,50.49,9.79,1,4.05,10.36,254,0.86,0.53,7.23,17.44,1.55,0.3,9.58,78.14,196.71,17.7,2.1,4113.07,259.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.17,0.09,1.34,0.01,6.06,2.54,8.23,1.2,0.27,1.26,0.23,66.12,,0.5,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,0.95,4.22,2.11,0.67,0.1,0.82,30.6,0.3,38,1474.14,24.93,765.21,<5,51.91,11.83,57.88,5.45,24.71,8.26,3191.79,3.16,1.91,0.82,30.28,3.57,10.07,7.29,0.66,7.41,30.41,27.14,0.32,2046.5,8.29,11.85,21.66,11.83,5032.21,6.6,112.36,<0.02,50.49,9.79,1,4.05,10.36,254,0.86,0.53,7.23,17.44,1.55,0.3,9.58,78.14,196.71,17.7,2.1,4113.07,259.14
85,SRM-88b,Preferred,0.18,21.4,0.19,0.09,12.7,<0.01,,0.53,0.01,,,,,,,,3.8,1.02,,0.16,,,,0.1,,,,<1,,,,,,124,,,,,,,,<0.02,,<5,,,,64,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,29.95,,0.28,0.1,46.98,21.03,0.02,0.03,<0.01,1.13,0.02,0.02,,,,,46.37,,,,0.34,,29.95,,0.28,0.1,21.03,0.02,0.03,0.01,1.13,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,21.4,0.19,0.09,12.7,<0.01,,0.53,0.01,,,,,,,,3.8,1.02,,0.16,,,,0.1,,,,<1,,,,,,124,,,,,,,,<0.02,,<5,,,,64,,,,0.31,,,,,,,,,
86,SRM-88b,Mean,0.18,20.93,0.2,0.12,12.6,<0.01,0.12,0.6,<0.01,<1,<5,21.8,10,<5,<0.1,<0.2,3.63,1.32,<10,0.35,<10,0.59,0.44,0.13,<1,0.61,<1,<1,0.15,<0.2,4.92,15,<0.05,122.83,<2,<1,3.17,8.67,<5,0.81,3.22,<0.02,0.1,<5,<1,0.5,<1,65.33,<0.5,0.09,<0.05,0.27,<0.5,0.06,0.13,<5,<1,7.8,0.31,9,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,0.32,<0.01,30.01,<0.01,0.28,0.1,46.71,21.02,0.02,0.03,<0.01,1.13,0.01,0.01,<0.01,0.06,0.03,12.69,45.78,12.49,0.01,0.37,0.32,,29.5,<0.01,0.28,0.12,21.04,0.02,0.04,0.01,1.19,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,20.93,0.2,0.12,12.6,<0.01,0.12,0.6,<0.01,<1,<5,21.8,10,<5,<0.1,<0.2,3.63,1.32,<10,0.35,<10,0.59,0.44,0.13,<1,0.61,<1,<1,0.15,<0.2,4.92,15,<0.05,122.83,<2,<1,3.17,8.67,<5,0.81,3.22,<0.02,0.1,<5,<1,0.5,<1,65.33,<0.5,0.09,<0.05,0.27,<0.5,0.06,0.13,<5,<1,7.8,0.31,9,6.67
87,STM-1,Preferred,9.74,0.78,3.65,3.55,0.06,0.07,0.01,27.86,0.08,0.08,4.6,6.4,560,9.6,0.13,0.27,260,0.9,4.3,1.5,4.6,8.1,4.2,3.6,35,9.5,,28,,,150,32,,1700,5.2,270,79,3,18,,118,,1.7,0.61,,13,6.8,700,19,1.6,,31,,0.7,9.1,8.7,,46,4.4,235,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,1.09,,5.22,4.28,,0.1,,8.94,0.16,59.6,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,0.78,3.65,3.55,0.06,0.07,0.01,27.86,0.08,0.08,4.6,6.4,560,9.6,0.13,0.27,260,0.9,4.3,1.5,4.6,8.1,4.2,3.6,35,9.5,,28,,,150,32,,1700,5.2,270,79,3,18,,118,,1.7,0.61,,13,6.8,700,19,1.6,,31,,0.7,9.1,8.7,,46,4.4,235,1210
88,STM-1,Mean,9.62,0.84,3.89,3.74,0.07,0.08,<0.1,27.93,0.08,5.9,7,19.93,630.17,9.98,0.15,0.35,297.17,1.13,15,1.57,6.25,8.35,4.53,3.5,37.95,10.51,2.17,29.17,1.56,<0.2,159.33,38.67,0.63,1786.67,5.83,270.83,85.02,12.5,17.67,25.95,108.57,<0.02,1.37,<5,<1,12.6,8.33,736.17,18.33,1.58,<0.5,32.55,<0.5,0.68,9.27,5.5,3.78,42.62,4.67,257.5,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.29,0.08,1.14,<0.01,5.26,4.27,1.64,0.1,0.23,9.01,0.16,59.53,0.08,0.13,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62,0.84,3.89,3.74,0.07,0.08,<0.1,27.93,0.08,5.9,7,19.93,630.17,9.98,0.15,0.35,297.17,1.13,15,1.57,6.25,8.35,4.53,3.5,37.95,10.51,2.17,29.17,1.56,<0.2,159.33,38.67,0.63,1786.67,5.83,270.83,85.02,12.5,17.67,25.95,108.57,<0.02,1.37,<5,<1,12.6,8.33,736.17,18.33,1.58,<0.5,32.55,<0.5,0.68,9.27,5.5,3.78,42.62,4.67,257.5,1325
89,STM-2,Preferred,9.72,0.78,3.77,3.38,0.07,0.07,<0.05,28.5,0.1,1.2,,<10,639,9.7,0.1,0.3,256,0.8,,1.52,,8.01,4.4,3.45,34,8,1,27,1.55,<0.2,154,36,0.6,1640,6.2,267,81,<5,12,25,114,,,<5,<5,12,6.6,782,16,1.38,<0.5,27,<0.5,0.55,7.6,5.5,2.2,43,4.2,223,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,18.4,0.07,1.09,<0.01,5.39,4.07,,0.12,0.21,8.9,0.17,61,0.09,0.16,<0.01,,<0.05,,,,,,18.4,,1.09,<0.01,5.39,4.07,0.12,0.21,8.9,0.17,60.98,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72,0.78,3.77,3.38,0.07,0.07,<0.05,28.5,0.1,1.2,,<10,639,9.7,0.1,0.3,256,0.8,,1.52,,8.01,4.4,3.45,34,8,1,27,1.55,<0.2,154,36,0.6,1640,6.2,267,81,<5,12,25,114,,,<5,<5,12,6.6,782,16,1.38,<0.5,27,<0.5,0.55,7.6,5.5,2.2,43,4.2,223,1280
